user_id,title,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score,n_helpful,review_id,ep_watched,kdrama_id
b13c5efdc2523a37b4dd238a802ebe8a,Arthdal Chronicles Part 3: The Prelude to All Legends,7.0,8.0,5.0,4.0,6.5,5,b13c5efdc2523a37b4dd238a802ebe8a_arthdal_chronicles_part_3_the_prelude_to_all_legends,6,54f068a333ea4d91bc9056d8fcb09366
b13c5efdc2523a37b4dd238a802ebe8a,My Ghost Brother,6.0,7.0,5.0,4.0,6.5,1,b13c5efdc2523a37b4dd238a802ebe8a_my_ghost_brother,10,01110023bb6b4abe8c88b250add4e265
b13c5efdc2523a37b4dd238a802ebe8a,Real:Time:Love,6.0,7.0,5.0,5.0,6.0,4,b13c5efdc2523a37b4dd238a802ebe8a_realtimelove,15,a304ed83ada547118281beac6294d8b1
b13c5efdc2523a37b4dd238a802ebe8a,The Great Show,6.0,8.0,5.0,4.0,5.0,7,b13c5efdc2523a37b4dd238a802ebe8a_the_great_show,16,9681e7f44919473284623d747be4f034
b13c5efdc2523a37b4dd238a802ebe8a,Graceful Family,7.0,8.0,5.0,5.0,7.0,5,b13c5efdc2523a37b4dd238a802ebe8a_graceful_family,16,ce8c18be607b417fb61ae6845aabd413
b13c5efdc2523a37b4dd238a802ebe8a,Issue Makers,7.0,8.0,5.0,4.0,6.0,0,b13c5efdc2523a37b4dd238a802ebe8a_issue_makers,10,fe4cd6084df148b882786bde173568b1
b13c5efdc2523a37b4dd238a802ebe8a,Be Melodramatic,7.0,8.0,5.0,4.0,5.0,25,b13c5efdc2523a37b4dd238a802ebe8a_be_melodramatic,16,dc7a118b1dc744c0a9cac8ac00ffff01
b13c5efdc2523a37b4dd238a802ebe8a,Everything and Nothing,8.0,8.0,5.0,5.0,8.0,2,b13c5efdc2523a37b4dd238a802ebe8a_everything_and_nothing,4,5b6396681eec44f2bea75ebf660e682c
b13c5efdc2523a37b4dd238a802ebe8a,I Wanna Hear Your Song,7.0,8.0,5.0,4.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_i_wanna_hear_your_song,32,45edc1b35b37412b90bcd5afff792b85
b13c5efdc2523a37b4dd238a802ebe8a,Welcome 2 Life,6.0,8.0,5.0,4.0,5.0,3,b13c5efdc2523a37b4dd238a802ebe8a_welcome_2_life,32,b306515305774acb9f5cc3854314f459
b13c5efdc2523a37b4dd238a802ebe8a,IN-SEOUL,7.0,8.0,6.0,4.0,7.0,3,b13c5efdc2523a37b4dd238a802ebe8a_inseoul,15,a5986523247643c3a4c3ee691afe205d
b13c5efdc2523a37b4dd238a802ebe8a,My First First Love Season 2,8.0,8.0,5.0,4.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_my_first_first_love_season_2,8,7ab4e4a033e543549081b1162081fd2a
b13c5efdc2523a37b4dd238a802ebe8a,Best Mistake,7.0,7.0,5.0,5.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_best_mistake,15,3388b219ee754a6d88a0312af998b960
b13c5efdc2523a37b4dd238a802ebe8a,Moment at Eighteen,6.5,7.0,5.0,5.0,6.0,78,b13c5efdc2523a37b4dd238a802ebe8a_moment_at_eighteen,16,edebb2f73c164b9580d325d8da4d916e
b13c5efdc2523a37b4dd238a802ebe8a,Rookie Historian Goo Hae Ryung,6.0,8.0,5.0,4.0,6.0,18,b13c5efdc2523a37b4dd238a802ebe8a_rookie_historian_goo_hae_ryung,40,6e7ff68ae5a548df904035491d95c25f
b13c5efdc2523a37b4dd238a802ebe8a,Miss Independent Ji Eun Season 2,7.0,7.0,5.0,5.0,7.0,2,b13c5efdc2523a37b4dd238a802ebe8a_miss_independent_ji_eun_season_2,16,8ff792bcf21348999a166d933a6a0917
b13c5efdc2523a37b4dd238a802ebe8a,Level Up,6.5,8.0,5.0,3.0,6.0,6,b13c5efdc2523a37b4dd238a802ebe8a_level_up,12,a72192a1f9c74860aea8f57785dd7e02
b13c5efdc2523a37b4dd238a802ebe8a,I Have Three Boyfriends,6.0,7.0,5.0,4.0,6.0,1,b13c5efdc2523a37b4dd238a802ebe8a_i_have_three_boyfriends,10,bdad52876d0d4791bf91b2fd821f249e
b13c5efdc2523a37b4dd238a802ebe8a,"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",7.5,7.5,5.0,5.0,7.0,2,b13c5efdc2523a37b4dd238a802ebe8a_arthdal_chronicles_part_2_the_sky_turning_inside_out_rising_land,6,aa5db9eb510e410795e7f18a7e4018c0
b13c5efdc2523a37b4dd238a802ebe8a,Love Playlist Season 4,6.5,7.5,7.0,5.0,6.5,0,b13c5efdc2523a37b4dd238a802ebe8a_love_playlist_season_4,16,0633e89187ca48afb71bfaed84a4fe36
b13c5efdc2523a37b4dd238a802ebe8a,Joseon Survival,6.0,7.0,5.0,4.0,5.0,9,b13c5efdc2523a37b4dd238a802ebe8a_joseon_survival,16,c97d39987bab4cec816c6439667a971c
b13c5efdc2523a37b4dd238a802ebe8a,Search: WWW,6.0,8.0,5.0,3.0,6.0,15,b13c5efdc2523a37b4dd238a802ebe8a_search_www,16,530f7a3787d7479d886d2fcc0f910a52
b13c5efdc2523a37b4dd238a802ebe8a,Perfume,7.0,8.0,5.0,4.0,6.0,2,b13c5efdc2523a37b4dd238a802ebe8a_perfume,32,c1cc920e0a984e4db6d3ec10d58d8aeb
b13c5efdc2523a37b4dd238a802ebe8a,Arthdal Chronicles Part 1: The Children of Prophecy,6.0,8.0,5.0,5.0,7.0,8,b13c5efdc2523a37b4dd238a802ebe8a_arthdal_chronicles_part_1_the_children_of_prophecy,6,a6a7d5e4f7784c38a4b459a3708ec4dd
b13c5efdc2523a37b4dd238a802ebe8a,What Happened to Mirae?,3.5,7.0,5.0,1.0,3.5,2,b13c5efdc2523a37b4dd238a802ebe8a_what_happened_to_mirae,10,903a2f0a33704b8dae97c055a02daf6e
b13c5efdc2523a37b4dd238a802ebe8a,My Absolute Boyfriend,6.0,8.0,6.0,3.0,6.0,2,b13c5efdc2523a37b4dd238a802ebe8a_my_absolute_boyfriend,40,c2a3914e8e3e44529a49a769e3993497
b13c5efdc2523a37b4dd238a802ebe8a,Abyss,6.0,8.0,5.0,2.5,5.0,53,b13c5efdc2523a37b4dd238a802ebe8a_abyss,16,3c0c9e36cc664261b87aa2d6855f054c
b13c5efdc2523a37b4dd238a802ebe8a,The Best Ending,7.0,7.0,5.0,4.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_the_best_ending,8,41e5ee1d9db741a4866d0bcfecad2862
b13c5efdc2523a37b4dd238a802ebe8a,The Nokdu Flower,7.5,8.0,5.0,5.0,6.0,4,b13c5efdc2523a37b4dd238a802ebe8a_the_nokdu_flower,48,32ae81f3d74246c6ad926d2a002db685
b13c5efdc2523a37b4dd238a802ebe8a,A-Teen Season 2,6.0,7.5,5.0,2.5,5.0,10,b13c5efdc2523a37b4dd238a802ebe8a_ateen_season_2,20,e82314c1d8f0473fa0f00f0927a1e79a
b13c5efdc2523a37b4dd238a802ebe8a,My First First Love,7.0,8.0,5.0,5.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_my_first_first_love,8,2a766fde0320421abaa5bfeb73c27bb6
b13c5efdc2523a37b4dd238a802ebe8a,Persona,6.0,8.0,5.0,3.0,4.0,12,b13c5efdc2523a37b4dd238a802ebe8a_persona,4,709ea84c35c546dca63bb1f38799ac02
b13c5efdc2523a37b4dd238a802ebe8a,Special Labor Inspector Jo,7.0,8.0,5.0,5.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_special_labor_inspector_jo,32,6f3782cbef4c484c925271018c3f5eb8
b13c5efdc2523a37b4dd238a802ebe8a,Beautiful World,8.0,8.0,5.0,5.0,8.0,3,b13c5efdc2523a37b4dd238a802ebe8a_beautiful_world,16,257807f45ab945328a60505b4a76b37f
b13c5efdc2523a37b4dd238a802ebe8a,How to Hate You,6.5,8.0,5.0,4.0,6.0,10,b13c5efdc2523a37b4dd238a802ebe8a_how_to_hate_you,6,5b4637c57ecc4f08a441d4d7ff5f6e29
b13c5efdc2523a37b4dd238a802ebe8a,My Fellow Citizens!,6.0,8.0,5.0,3.0,5.5,7,b13c5efdc2523a37b4dd238a802ebe8a_my_fellow_citizens,36,cbcd592316bb4c5f84cb31797350c746
b13c5efdc2523a37b4dd238a802ebe8a,Farming Academy,6.0,7.0,5.0,5.0,6.0,0,b13c5efdc2523a37b4dd238a802ebe8a_farming_academy,4,5ad42d1e87224cb3a011f1a343f94b2e
b13c5efdc2523a37b4dd238a802ebe8a,Eulachacha Waikiki Season 2,5.5,8.0,5.0,3.5,6.0,5,b13c5efdc2523a37b4dd238a802ebe8a_eulachacha_waikiki_season_2,16,b1d77407a3574f4abb3cbe3792e0db78
b13c5efdc2523a37b4dd238a802ebe8a,Triple Fling,6.0,7.0,5.0,5.0,6.0,1,b13c5efdc2523a37b4dd238a802ebe8a_triple_fling,8,a6b3df5da6b445ffb2e6fe1405b0160b
b13c5efdc2523a37b4dd238a802ebe8a,Just One Bite Season 2,6.0,8.0,5.0,5.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_just_one_bite_season_2,10,7d0524b8820341b7a8cce02f14225f35
b13c5efdc2523a37b4dd238a802ebe8a,Ghostderella,7.0,7.0,5.0,5.0,6.0,3,b13c5efdc2523a37b4dd238a802ebe8a_ghostderella,4,538f79e3589c4f3c949ce4ad44fc32bd
b13c5efdc2523a37b4dd238a802ebe8a,"I Hate You, Juliet!",6.0,8.0,5.0,3.0,6.0,1,b13c5efdc2523a37b4dd238a802ebe8a_i_hate_you_juliet,18,f9cd595f8cdd49ecbb247199cce5e8d1
b13c5efdc2523a37b4dd238a802ebe8a,Haechi,7.0,8.0,5.5,5.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_haechi,48,f0631b3c7d694a288c29c1043f1dcf07
b13c5efdc2523a37b4dd238a802ebe8a,Legal High,6.0,8.0,5.0,3.0,4.0,4,b13c5efdc2523a37b4dd238a802ebe8a_legal_high,16,e7e501082b6842dd944e6988c8ed22dd
b13c5efdc2523a37b4dd238a802ebe8a,Touch Your Heart,8.0,8.0,5.0,5.0,8.0,6,b13c5efdc2523a37b4dd238a802ebe8a_touch_your_heart,16,9cfc95bb5cc24d9da3d9f3d3c9eb1ce5
b13c5efdc2523a37b4dd238a802ebe8a,Love as You Taste,5.0,8.0,5.5,4.0,4.5,8,b13c5efdc2523a37b4dd238a802ebe8a_love_as_you_taste,10,6d8bbf6c7ffe495a96d8403f7ba0781f
b13c5efdc2523a37b4dd238a802ebe8a,It's Okay to Be Sensitive Season 2,7.0,7.0,5.0,5.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_its_okay_to_be_sensitive_season_2,10,a9a47f9172954501b22049fe99bb30ec
b13c5efdc2523a37b4dd238a802ebe8a,Romance Is a Bonus Book,7.0,7.5,5.0,4.0,6.0,117,b13c5efdc2523a37b4dd238a802ebe8a_romance_is_a_bonus_book,16,3fc031d7683c41bdaaff8b5d6c33bc17
b13c5efdc2523a37b4dd238a802ebe8a,Spring Turns to Spring,8.0,9.0,5.0,5.0,8.0,15,b13c5efdc2523a37b4dd238a802ebe8a_spring_turns_to_spring,32,9bf7bb0730be4f4ba2224b6a3a43418b
b13c5efdc2523a37b4dd238a802ebe8a,Wind-Bell,6.0,7.0,5.0,5.0,7.0,5,b13c5efdc2523a37b4dd238a802ebe8a_windbell,10,66082905458147ceb5c0abec83b06b23
b13c5efdc2523a37b4dd238a802ebe8a,Re-Feel,5.0,7.0,5.0,4.0,6.0,1,b13c5efdc2523a37b4dd238a802ebe8a_refeel,8,7e91dbe7ad2641e9949fcf9ca117a1a1
b13c5efdc2523a37b4dd238a802ebe8a,Liver or Die,7.0,8.0,5.0,5.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_liver_or_die,40,80e54320e476461db45e5c7c3ac524c5
b13c5efdc2523a37b4dd238a802ebe8a,Best Chicken,8.0,8.0,5.0,5.0,7.0,4,b13c5efdc2523a37b4dd238a802ebe8a_best_chicken,12,8983ed7e3fa9489f9c89f6b03c2e989b
b13c5efdc2523a37b4dd238a802ebe8a,My Strange Hero,5.0,8.0,5.0,3.0,6.5,64,b13c5efdc2523a37b4dd238a802ebe8a_my_strange_hero,32,7e82cd2fc28a4464b4bf9fbdf412a468
b13c5efdc2523a37b4dd238a802ebe8a,Just Dance,8.0,8.0,5.5,5.0,8.0,0,b13c5efdc2523a37b4dd238a802ebe8a_just_dance,16,1087538feedd4e40979143abd77f6c05
b13c5efdc2523a37b4dd238a802ebe8a,"Coffee, Do Me a Favor",4.5,7.0,3.0,3.0,4.0,8,b13c5efdc2523a37b4dd238a802ebe8a_coffee_do_me_a_favor,12,d9cc9b3b8dbc4359ade4565c0bc348b4
b13c5efdc2523a37b4dd238a802ebe8a,When You Love Yourself,7.0,7.0,4.0,5.0,7.0,7,b13c5efdc2523a37b4dd238a802ebe8a_when_you_love_yourself,6,3ebe6742c03d49358d5fa43ca43ec6af
b13c5efdc2523a37b4dd238a802ebe8a,Encounter,5.0,7.0,4.0,4.0,4.0,41,b13c5efdc2523a37b4dd238a802ebe8a_encounter,16,abc15ab68257489f8cdfa24070131842
b13c5efdc2523a37b4dd238a802ebe8a,The Hymn of Death,7.0,8.0,5.0,4.0,6.0,14,b13c5efdc2523a37b4dd238a802ebe8a_the_hymn_of_death,6,e2d72b407c504f55a86062feb46f51da
b13c5efdc2523a37b4dd238a802ebe8a,SKY Castle,8.0,8.0,5.5,5.5,9.0,3,b13c5efdc2523a37b4dd238a802ebe8a_sky_castle,20,fbbd3d74843c47e385ec5ab220ee9b3e
b13c5efdc2523a37b4dd238a802ebe8a,The Last Empress,8.0,8.0,5.0,5.0,8.0,3,b13c5efdc2523a37b4dd238a802ebe8a_the_last_empress,52,dd5206730b30434e81c4a442385cd436
b13c5efdc2523a37b4dd238a802ebe8a,Top Star Yoo Baek,5.0,7.5,4.5,5.0,5.0,5,b13c5efdc2523a37b4dd238a802ebe8a_top_star_yoo_baek,11,4b66bb4d1a604912805c9f16b6be353c
b13c5efdc2523a37b4dd238a802ebe8a,W.H.Y.,6.0,6.0,5.0,3.0,4.5,2,b13c5efdc2523a37b4dd238a802ebe8a_why,10,8b05b83d261e4729b0aed950a79a54e3
b13c5efdc2523a37b4dd238a802ebe8a,Feel Good to Die,7.0,7.5,5.0,4.5,7.0,2,b13c5efdc2523a37b4dd238a802ebe8a_feel_good_to_die,32,f3949423445a47d2998ac04a002de893
b13c5efdc2523a37b4dd238a802ebe8a,Dear My Room,7.0,7.0,5.0,3.0,7.0,9,b13c5efdc2523a37b4dd238a802ebe8a_dear_my_room,12,d284785de5fb4e7f974010143d883daa
b13c5efdc2523a37b4dd238a802ebe8a,Mama Fairy and the Woodcutter,4.0,6.0,3.5,2.5,4.0,5,b13c5efdc2523a37b4dd238a802ebe8a_mama_fairy_and_the_woodcutter,16,05842d24f1db40c99a1cfe7f35a564ba
b13c5efdc2523a37b4dd238a802ebe8a,Your Imagination Becomes Reality,7.5,8.0,5.0,3.0,7.0,5,b13c5efdc2523a37b4dd238a802ebe8a_your_imagination_becomes_reality,8,f6b6464d740c4d11b36d907142264ffb
b13c5efdc2523a37b4dd238a802ebe8a,I Picked Up a Star on the Road,7.0,8.0,5.0,3.0,6.5,5,b13c5efdc2523a37b4dd238a802ebe8a_i_picked_up_a_star_on_the_road,10,bcdb2033506d40f084b87c4be590334f
b13c5efdc2523a37b4dd238a802ebe8a,Top Management,7.0,6.0,5.0,5.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_top_management,16,86cd803b71ec436aadcec2d5ca825b1d
b13c5efdc2523a37b4dd238a802ebe8a,Fluttering Warning,4.0,8.0,3.5,3.0,2.0,2,b13c5efdc2523a37b4dd238a802ebe8a_fluttering_warning,12,08ea42a7caa4458e96d5d5d00a048944
b13c5efdc2523a37b4dd238a802ebe8a,Want More 19,7.0,8.0,5.0,3.0,6.5,0,b13c5efdc2523a37b4dd238a802ebe8a_want_more_19,7,95c31bef88b54d65ad216312fea98f14
b13c5efdc2523a37b4dd238a802ebe8a,Twelve Nights,5.0,7.5,5.0,4.5,4.0,1,b13c5efdc2523a37b4dd238a802ebe8a_twelve_nights,12,495a74a41a5144da949140d89cc0630a
b13c5efdc2523a37b4dd238a802ebe8a,Dae Jang Geum Is Watching,4.5,8.0,4.0,4.0,6.5,5,b13c5efdc2523a37b4dd238a802ebe8a_dae_jang_geum_is_watching,16,29bb885e9d95425db18216ae73a5fc17
b13c5efdc2523a37b4dd238a802ebe8a,The Beauty Inside,5.5,8.0,3.5,3.0,6.0,72,b13c5efdc2523a37b4dd238a802ebe8a_the_beauty_inside,16,b0159482e9d04355a65fb5e1463b9675
b13c5efdc2523a37b4dd238a802ebe8a,The Third Charm,4.5,8.0,3.0,3.0,4.0,9,b13c5efdc2523a37b4dd238a802ebe8a_the_third_charm,16,62182e47162d488ab00bd0de261c201b
b13c5efdc2523a37b4dd238a802ebe8a,Terius Behind Me,7.5,8.0,5.0,3.5,7.0,4,b13c5efdc2523a37b4dd238a802ebe8a_terius_behind_me,32,9426ba800160477084e495c36c0d92e0
b13c5efdc2523a37b4dd238a802ebe8a,Love Playlist Season 3,8.0,8.0,6.0,5.0,8.0,6,b13c5efdc2523a37b4dd238a802ebe8a_love_playlist_season_3,12,f99d8c52697d4126bc7ae2e699191a82
b13c5efdc2523a37b4dd238a802ebe8a,100 Days My Prince,7.0,8.0,8.0,5.0,7.0,14,b13c5efdc2523a37b4dd238a802ebe8a_100_days_my_prince,16,53c858d11a284859a1f50699b5aa6f51
b13c5efdc2523a37b4dd238a802ebe8a,Big Forest,7.0,7.0,5.0,5.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_big_forest,10,fffe0b8038e346ad9c7bd7c46cb82b6a
b13c5efdc2523a37b4dd238a802ebe8a,Dokgo Rewind,4.5,6.0,6.5,3.0,5.0,7,b13c5efdc2523a37b4dd238a802ebe8a_dokgo_rewind,20,d9c9e122b7c243d2b433875eb9ace8f8
b13c5efdc2523a37b4dd238a802ebe8a,Devilish Joy,4.5,7.0,5.0,3.0,4.5,44,b13c5efdc2523a37b4dd238a802ebe8a_devilish_joy,16,b792c56d82214ccebbd626e0fc3e7c4c
b13c5efdc2523a37b4dd238a802ebe8a,"Go, Back Diary",5.0,8.0,5.0,3.0,6.0,3,b13c5efdc2523a37b4dd238a802ebe8a_go_back_diary,4,346840ce104b461ab31788e4dab9e950
b13c5efdc2523a37b4dd238a802ebe8a,Society Obsessed with Love,7.0,7.0,5.0,5.0,7.0,9,b13c5efdc2523a37b4dd238a802ebe8a_society_obsessed_with_love,5,62bd012a4b544e4abe28a9b663d2b9ec
b13c5efdc2523a37b4dd238a802ebe8a,Sweet Revenge Season 2,6.0,7.0,5.0,5.0,5.0,0,b13c5efdc2523a37b4dd238a802ebe8a_sweet_revenge_season_2,32,fe2a813c864b4b38a227391cdbb472bd
b13c5efdc2523a37b4dd238a802ebe8a,No Time for Love,7.0,8.0,5.0,4.0,7.0,9,b13c5efdc2523a37b4dd238a802ebe8a_no_time_for_love,8,aa80457a7d9746f2877534cf928bdd02
b13c5efdc2523a37b4dd238a802ebe8a,Familiar Wife,6.0,7.5,5.5,4.0,5.5,8,b13c5efdc2523a37b4dd238a802ebe8a_familiar_wife,16,3e1f4a93f99844e79dab2ebbdb51fb4f
b13c5efdc2523a37b4dd238a802ebe8a,Love After School Season 2,6.0,7.0,5.0,4.0,5.0,3,b13c5efdc2523a37b4dd238a802ebe8a_love_after_school_season_2,7,9d03f4790b584193b44ef7cf2a997358
b13c5efdc2523a37b4dd238a802ebe8a,Risky Romance,6.0,7.0,4.0,3.5,6.0,4,b13c5efdc2523a37b4dd238a802ebe8a_risky_romance,32,a591c34c174b4eecba82af8454d3708c
b13c5efdc2523a37b4dd238a802ebe8a,Just One Bite,6.0,8.0,5.0,4.0,6.5,4,b13c5efdc2523a37b4dd238a802ebe8a_just_one_bite,8,4a8f9baa2f0d491b8a34170fb5166697
b13c5efdc2523a37b4dd238a802ebe8a,Let's Eat Season 3,8.0,7.0,5.5,5.5,7.5,1,b13c5efdc2523a37b4dd238a802ebe8a_lets_eat_season_3,14,018b6f36c4eb40ff880a3856aa1a75ea
b13c5efdc2523a37b4dd238a802ebe8a,It's Okay to Be Sensitive,7.0,7.0,5.0,5.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_its_okay_to_be_sensitive,12,c37fa2358b1041b1b5f3b04d5e3109ab
b13c5efdc2523a37b4dd238a802ebe8a,Your House Helper,5.5,7.5,5.0,4.0,6.5,4,b13c5efdc2523a37b4dd238a802ebe8a_your_house_helper,32,2f67a2faf18b48d2b49700634543baca
b13c5efdc2523a37b4dd238a802ebe8a,Are You Human Too?,5.5,7.5,4.5,3.5,5.0,18,b13c5efdc2523a37b4dd238a802ebe8a_are_you_human_too,36,bd19ec6116bf4bc48380df650e9aa003
b13c5efdc2523a37b4dd238a802ebe8a,The Undateables,5.0,8.0,6.5,2.0,4.5,19,b13c5efdc2523a37b4dd238a802ebe8a_the_undateables,32,19f525d0c3e24827bc53512b0478f767
b13c5efdc2523a37b4dd238a802ebe8a,Miss Hammurabi,7.5,9.0,4.0,3.5,6.5,5,b13c5efdc2523a37b4dd238a802ebe8a_miss_hammurabi,16,2e3b7623586d412f9a8d7252a739d46b
b13c5efdc2523a37b4dd238a802ebe8a,"Not Alright, But It's Alright",8.0,8.0,6.0,6.0,8.0,3,b13c5efdc2523a37b4dd238a802ebe8a_not_alright_but_its_alright,10,58a69485feb74f68810ee7352a3ae6b7
b13c5efdc2523a37b4dd238a802ebe8a,Wok of Love,4.0,8.0,4.0,1.5,3.5,9,b13c5efdc2523a37b4dd238a802ebe8a_wok_of_love,38,932e328d1a3e487dacbd6dc056486e3d
b13c5efdc2523a37b4dd238a802ebe8a,Miracle That We Met,7.0,8.0,3.5,5.5,8.5,2,b13c5efdc2523a37b4dd238a802ebe8a_miracle_that_we_met,18,cfdbff5a42a44a9bab05fc8e08ff030e
b13c5efdc2523a37b4dd238a802ebe8a,Switch: Change the World,5.5,6.0,6.0,2.5,6.5,2,b13c5efdc2523a37b4dd238a802ebe8a_switch_change_the_world,32,05642dff5a964e79bff23c8290a4a0eb
b13c5efdc2523a37b4dd238a802ebe8a,Luv Pub,7.0,8.0,5.0,5.0,7.0,2,b13c5efdc2523a37b4dd238a802ebe8a_luv_pub,10,c336c6bcf162491693ff9c90ed80f26d
b13c5efdc2523a37b4dd238a802ebe8a,Miss Independent Ji Eun,8.0,8.0,5.0,5.0,8.0,5,b13c5efdc2523a37b4dd238a802ebe8a_miss_independent_ji_eun,8,67903f9725c5475a918093e4c94840c0
b13c5efdc2523a37b4dd238a802ebe8a,Tempted,4.0,6.0,3.5,2.0,3.0,103,b13c5efdc2523a37b4dd238a802ebe8a_tempted,32,d57f462afb66416386520d0fc326df72
b13c5efdc2523a37b4dd238a802ebe8a,That Man Oh Soo,3.5,6.0,4.0,1.5,3.0,3,b13c5efdc2523a37b4dd238a802ebe8a_that_man_oh_soo,16,13be29a81b7149a29f8032c842804a36
b13c5efdc2523a37b4dd238a802ebe8a,My Husband Oh Jak Doo,6.5,7.0,3.0,2.0,2.5,15,b13c5efdc2523a37b4dd238a802ebe8a_my_husband_oh_jak_doo,14,5f5e5c431807400e89b3e36d31fb8d67
b13c5efdc2523a37b4dd238a802ebe8a,Nice Witch,7.0,8.5,3.5,4.0,7.0,1,b13c5efdc2523a37b4dd238a802ebe8a_nice_witch,40,4632311b35f341fb8f1630756e9fd42e
b13c5efdc2523a37b4dd238a802ebe8a,Grand Prince,8.0,8.0,5.5,6.0,8.0,6,b13c5efdc2523a37b4dd238a802ebe8a_grand_prince,20,06dffbb8bb4448fd8182fff5015f3888
b13c5efdc2523a37b4dd238a802ebe8a,First Love Story Season 3,6.0,7.0,5.0,5.0,5.0,2,b13c5efdc2523a37b4dd238a802ebe8a_first_love_story_season_3,6,f77fc0ee5ea843faafc18959cfbbfd03
b13c5efdc2523a37b4dd238a802ebe8a,Radio Romance,4.0,5.5,3.5,1.5,3.0,12,b13c5efdc2523a37b4dd238a802ebe8a_radio_romance,12,a875e1a098ce4a2b85c34786beb35c39
b13c5efdc2523a37b4dd238a802ebe8a,Flower Ever After,7.0,8.0,5.0,5.0,7.0,2,b13c5efdc2523a37b4dd238a802ebe8a_flower_ever_after,10,7ef775c0073c4a0795d691af4683e2f1
b13c5efdc2523a37b4dd238a802ebe8a,Longing Heart,5.0,7.5,3.5,3.0,4.0,1,b13c5efdc2523a37b4dd238a802ebe8a_longing_heart,10,08e243e0f5e64a79a803188d9528a3e0
b13c5efdc2523a37b4dd238a802ebe8a,Unexpected Heroes,4.5,6.0,4.5,3.5,5.0,3,b13c5efdc2523a37b4dd238a802ebe8a_unexpected_heroes,10,50b7fc44bc764c62ba067abf22cf2c30
b13c5efdc2523a37b4dd238a802ebe8a,The Best Moment To Quit Your Job,5.5,7.5,4.0,3.0,5.0,3,b13c5efdc2523a37b4dd238a802ebe8a_the_best_moment_to_quit_your_job,8,8ac00b4a654c41e2ae7f72bf99e63a6a
b13c5efdc2523a37b4dd238a802ebe8a,Jugglers,6.0,6.0,3.0,3.5,3.0,3,b13c5efdc2523a37b4dd238a802ebe8a_jugglers,16,156c2729cde448df97eb7058db730119
b13c5efdc2523a37b4dd238a802ebe8a,Love After School,7.0,7.0,5.0,5.0,7.0,0,b13c5efdc2523a37b4dd238a802ebe8a_love_after_school,8,5a84990aeebd41cb934409fba7c77049
b13c5efdc2523a37b4dd238a802ebe8a,Part-Time Idol,5.0,5.0,3.5,2.5,4.0,3,b13c5efdc2523a37b4dd238a802ebe8a_parttime_idol,5,1cc7a66ff2ab4f80a16f309f59358f9e
b13c5efdc2523a37b4dd238a802ebe8a,Two Cops,3.5,6.5,4.5,3.0,3.0,16,b13c5efdc2523a37b4dd238a802ebe8a_two_cops,32,2a86eb5c526641008fc7326f97f228c9
b13c5efdc2523a37b4dd238a802ebe8a,Meloholic,5.0,6.0,8.0,3.5,3.0,3,b13c5efdc2523a37b4dd238a802ebe8a_meloholic,10,f95d9fc731064e139a608e053de47d40
b13c5efdc2523a37b4dd238a802ebe8a,Last Minute Romance,6.0,7.0,3.5,3.5,6.0,1,b13c5efdc2523a37b4dd238a802ebe8a_last_minute_romance,10,f3cacfe2cfde4228972f50e57cdefa0f
b13c5efdc2523a37b4dd238a802ebe8a,Revolutionary Love,4.5,7.0,3.5,3.5,4.0,5,b13c5efdc2523a37b4dd238a802ebe8a_revolutionary_love,16,bd68a18a61204dae97e1ac5accc3fd64
b13c5efdc2523a37b4dd238a802ebe8a,Because This Is My First Life,9.5,8.5,4.5,6.0,8.5,12,b13c5efdc2523a37b4dd238a802ebe8a_because_this_is_my_first_life,16,02e979cb3e9346a2a6d182caff67c6ea
b13c5efdc2523a37b4dd238a802ebe8a,20th Century Boy and Girl,7.5,9.0,5.5,5.5,7.0,5,b13c5efdc2523a37b4dd238a802ebe8a_20th_century_boy_and_girl,32,3d0a5b22838c46f0b64f05bfa22e7baa
b13c5efdc2523a37b4dd238a802ebe8a,Andante,4.5,5.0,4.5,2.0,2.0,6,b13c5efdc2523a37b4dd238a802ebe8a_andante,16,9141ee9f792348b598ea72b23be71fb5
b13c5efdc2523a37b4dd238a802ebe8a,Yellow,6.0,8.0,5.0,5.0,6.5,7,b13c5efdc2523a37b4dd238a802ebe8a_yellow,10,7daf702bc9f84a488f7d4b489d694415
