actor_id,actor_name,drama_name,role,character_name,kdrama_id
456722fe-32a4-4981-854f-598aced72e95,Ahn So Hee,Missing: The Other Side,Main Role,Lee Jong Ah,424fef5faad5478589a16375968ab42e
456722fe-32a4-4981-854f-598aced72e95,Ahn So Hee,Eulachacha Waikiki Season 2,Main Role,Kim Jung Eun,b1d77407a3574f4abb3cbe3792e0db78
456722fe-32a4-4981-854f-598aced72e95,Ahn So Hee,Heart to Heart,Support Role,Ko Se Ro Yi Seoks younger sister,98058140526d426eb878360903776f3d
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,Missing: The Other Side Season 2,Main Role,Shin Joon Ho,71b861e46a0d4c9c9f610ab8aeee0e62
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,Bad Prosecutor,Main Role,Oh Do Hwan,755c57bfd06945e28d8500ca64407499
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,Crazy Love,Main Role,Oh Se Gi,3591b9c6214a48c4b7cda260f703dfdc
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,High Class,Main Role,Danny Oh,9d3c7f0b35284b4ca547e9d74c5a0edc
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,Missing: The Other Side,Main Role,Shin Joon Ho,424fef5faad5478589a16375968ab42e
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,Black Dog,Main Role,Do Yeon Woo,0faa5b1067d746ee9227329e893d8e3c
5d500e70-c7a9-4d52-9325-cf9b75bd2f9e,Ha Joon,Bad Papa,Main Role,Lee Min Woo,047db0229a42431b9b7b00f8076ef994
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Missing: The Other Side Season 2,Main Role,Kang Eun Sil,71b861e46a0d4c9c9f610ab8aeee0e62
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Yonder,Main Role,Seiren,9cfc4deaaa9e47398853207cfbda416f
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Once Again,Main Role,Kang Cho Yeon Song Young Sook,8cb84ad3d0064c14954b539ae4090ee9
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Our Blues,Main Role,Jung Eun Hee,96f89c29e21f45c3a3d918357c4f63fd
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Juvenile Justice,Main Role,Na Geun Hee,bee48d7a0ee44413bd68a8e232194d67
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Law School,Main Role,Kim Eun Sook,71a36358fd704b80b56042110f60a2f8
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,My Holo Love,Support Role,So Yeons mother,472ec0401a5149578b64a8664fd49cff
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,Strangers from Hell,Support Role,Eom Bok Soon,2e5a97aa1ad24ebd95fb0d2094b5cedb
76eef1b5-404b-491f-94e4-d2ab2d9fd36f,Lee Jung Eun,The Light in Your Eyes,Support Role,Moon Jung Eun Hye Jas mother,ca78c2aca4b04c55b0683da961211cd0
656fa71a-cf1a-4426-bacc-a7c2d1fa8498,Kim Dong Hwi,Missing: The Other Side Season 2,Main Role,Oh Il Yong,71b861e46a0d4c9c9f610ab8aeee0e62
50fb08ac-b58f-43df-81ee-e3a8182613b9,Hong Soo Hyun,Red Balloon,Main Role,Han Ba Da,f7a6fc58e1bd4fd098c6f39af8352538
50fb08ac-b58f-43df-81ee-e3a8182613b9,Hong Soo Hyun,Police University,Support Role,Choi Hee Soo Judo professor,e9004b8c487b45b79eba6a959b01ea36
50fb08ac-b58f-43df-81ee-e3a8182613b9,Hong Soo Hyun,Rich Family's Son,Main Role,Kim Kyung Ha,f7f21756f1304291984b6b5ea3fd5d3c
50fb08ac-b58f-43df-81ee-e3a8182613b9,Hong Soo Hyun,Mad Dog,Support Role,Cha Hong Joo,bf26febac8bb42d0ad491df290235451
50fb08ac-b58f-43df-81ee-e3a8182613b9,Hong Soo Hyun,Mom,Support Role,Lee Se Ryeong,4e17b7426e354f3594e4cfc27791c128
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,Red Balloon,Main Role,Go Cha Won,f7a6fc58e1bd4fd098c6f39af8352538
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,Uncle,Main Role,Joo Kyung Il,0c2844f3b5c9442e8d8e3ac6f40b263c
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,Golden Garden,Main Role,Cha Pil Seung,255c3b2a56a44a1cabff3cec3af9a873
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,Touch Your Heart,Main Role,Kim Se Won,9cfc95bb5cc24d9da3d9f3d3c9eb1ce5
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,Marry Me Now,Main Role,Jung Eun Tae,1d5e88a5b4794a6d99f9279ccfaec791
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,20th Century Boy and Girl,Main Role,Anthony Lee Chul Min,3d0a5b22838c46f0b64f05bfa22e7baa
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,Happy Home,Main Role,Seo Ji Gun,555d200944e047f59e74dff6d13bbe78
31f4eaa5-77f9-444f-a278-68e951bb279c,Lee Sang Woo,All About My Mom,Main Role,Kang Hoon Jae,4018f4d69b314d8f915bba7010a72d74
3a0771f7-1395-489d-9b7b-56194708241a,Lee Sung Jae,Red Balloon,Main Role,Ji Nam Cheol,f7a6fc58e1bd4fd098c6f39af8352538
3a0771f7-1395-489d-9b7b-56194708241a,Lee Sung Jae,Show Window: The Queen's House,Main Role,Shin Myung Seop,156a1ad20b7f4f5f934307eda585e5ff
3a0771f7-1395-489d-9b7b-56194708241a,Lee Sung Jae,Diary of a Prosecutor,Main Role,Jo Min Ho,f19e27a97f774a3e81156a99cf283426
3a0771f7-1395-489d-9b7b-56194708241a,Lee Sung Jae,Abyss,Support Role,Oh Young Cheol Surgeon,3c0c9e36cc664261b87aa2d6855f054c
3a0771f7-1395-489d-9b7b-56194708241a,Lee Sung Jae,Goodbye to Goodbye,Main Role,Han Sang Jin,18a3c5fde53b41cd891fc113fd8f0339
3a0771f7-1395-489d-9b7b-56194708241a,Lee Sung Jae,Mirror of the Witch,Support Role,Choi Hyun Seo,0204f93313ac4223830768d3d6430aea
d40b5b11-b677-4144-9ef0-6885a513f7d2,Jung Yoo Min,Red Balloon,Support Role,Jo Eun San,f7a6fc58e1bd4fd098c6f39af8352538
d40b5b11-b677-4144-9ef0-6885a513f7d2,Jung Yoo Min,Red Shoes,Main Role,Kwon Hye Bin,1171578051a44b5a93b8c691b6dd1d32
d40b5b11-b677-4144-9ef0-6885a513f7d2,Jung Yoo Min,Unasked Family,Main Role,Hwang Soo Ji,898591bb3d374cd3ae0fbb708d355239
d40b5b11-b677-4144-9ef0-6885a513f7d2,Jung Yoo Min,Judge vs. Judge,Support Role,Hwang Min Ah,50a275908acc402a8029c12f868eefb1
b34e3a4c-c50b-48c9-b610-08e29429a812,Lee Bo Hee,Red Balloon,Support Role,Yang Ban Sook Eun Kangs mother,f7a6fc58e1bd4fd098c6f39af8352538
b34e3a4c-c50b-48c9-b610-08e29429a812,Lee Bo Hee,Revolutionary Sisters,Main Role,Oh Bong Ja Owner of Sunshine Fisheries Brilliant Starlight Studio,75504e6585c5412e8a43d59634c463c8
b34e3a4c-c50b-48c9-b610-08e29429a812,Lee Bo Hee,Everybody Say Kungdari,Main Role,Jo Soon Ja,5f6033158f794e48b3f774e2691e758b
b34e3a4c-c50b-48c9-b610-08e29429a812,Lee Bo Hee,Sweet Enemy,Support Role,Yoon Yi Ran,15f1ef8a8802470fa153511c4c993792
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,The King of the Desert,Main Role,President,ca4f025727da486aabc3857699b2c7f3
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,Shadow Detective,Main Role,Kook Jin Han,dccdc72a8f634dcb852888d5a56ded83
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,A Superior Day,Main Role,Lee Ho Chul,8ef05764fd784630a7c785ab771afea4
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,Legal High,Main Role,Go Tae Rim,e7e501082b6842dd944e6988c8ed22dd
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,Untouchable,Main Role,Jang Joon Seo,67b6e5fc7921414f962a047e253ab795
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,Night Light,Main Role,Park Gun Woo,22cc3828ce5b417e958fa1d3bf95ce43
1d2ce48e-9f75-4cbb-864a-e8a3663349c7,Jin Goo,Descendants of the Sun,Main Role,Seo Dae Young,571b79b326464531b35cff6949b6a61a
7ee65810-e875-45aa-beb5-0c3fb8b42b8e,Yang Dong Geun,The King of the Desert,Main Role,Dong Hyun,ca4f025727da486aabc3857699b2c7f3
7ee65810-e875-45aa-beb5-0c3fb8b42b8e,Yang Dong Geun,The Forbidden Marriage,Support Role,Jo Sung Gyun Byeongjo judge,acd737f1fcc44eb6bb8e0ffe1455716b
7ee65810-e875-45aa-beb5-0c3fb8b42b8e,Yang Dong Geun,The Third Charm,Support Role,Lee Soo Jae Yeong Jaes brother,62182e47162d488ab00bd0de261c201b
7ee65810-e875-45aa-beb5-0c3fb8b42b8e,Yang Dong Geun,Borg Mom,Main Role,Choi Go Bong,60ead4673d624a1894da5876a2a7e837
878413dc-bd8d-41d8-ae86-08e417fd434b,Jung Yi Seo,The King of the Desert,Main Role,Na Yi Seo,ca4f025727da486aabc3857699b2c7f3
878413dc-bd8d-41d8-ae86-08e417fd434b,Jung Yi Seo,Mine,Support Role,Kim Yoo Yeon Maid,b10fafe43d8d496893f58fa50cdfab5a
878413dc-bd8d-41d8-ae86-08e417fd434b,Jung Yi Seo,My Ex Diary,Main Role,Lee Bo Na,1c955646e24d47d9a6f8913e6a502c24
38bafdc3-f49e-4aac-b6c3-c9852efbf510,Kim Jae Hwa,The King of the Desert,Support Role,Hyun Sook,ca4f025727da486aabc3857699b2c7f3
38bafdc3-f49e-4aac-b6c3-c9852efbf510,Kim Jae Hwa,Cleaning Up,Main Role,Maeng Soo Ja,a341975626a846228f6f004d484c5393
38bafdc3-f49e-4aac-b6c3-c9852efbf510,Kim Jae Hwa,Oh My Baby,Support Role,Shin Jung Hwa The Baby Editor,d44cb498a4ae4a57b9060cc0e27bb2f9
890ee59d-8754-4238-b352-fc9f78646c92,Jo Chan Hyun,Turned on by You Season 2,Main Role,Geon Woo,11977741f6ad4abe849d42434a4360f9
d0e8ff8b-db0f-4d78-856b-056444c06e4e,Park Sun Woo,Turned on by You Season 2,Main Role,Ha Joon,11977741f6ad4abe849d42434a4360f9
d0e8ff8b-db0f-4d78-856b-056444c06e4e,Park Sun Woo,Turned on by You,Main Role,Do Ha Joon,b9fa083f29d54ffc833f6111f61fad0a
d0e8ff8b-db0f-4d78-856b-056444c06e4e,Park Sun Woo,I Am...,Main Role,Cha Eun Woo,2efb77cf90304250a4e5e1c7067d75ff
d0e8ff8b-db0f-4d78-856b-056444c06e4e,Park Sun Woo,Supernatural,Main Role,Lee Min Suk,0d6c33504dbc46788cbe3eacc39fa599
d0e8ff8b-db0f-4d78-856b-056444c06e4e,Park Sun Woo,Secret Crushes Season 2,Main Role,Park Sun Woo,403ec33bbb2f4e52a8765df73d2cf4a4
d0e8ff8b-db0f-4d78-856b-056444c06e4e,Park Sun Woo,Secret Crushes,Main Role,Actor 1,25d55262d5bf4134a3622d55b012542c
a7844f63-406a-4995-9c3b-50c516a41569,Song Ye Bin,BReal Bro&Sis,Main Role,Lee Yu Na,a4502b6e34cd4d3bbce991f1c569ec7e
1aa98afd-5fd1-47e8-826c-f6a89353c453,Kim Soo Min,Anonymous High School Girl,Main Role,Kang Yoon Ah,c4a484ae19864bf08150aa68e5511db1
1da5f98b-3d9e-40ad-8de0-29204e8d7d45,Kim Da Sol,Anonymous High School Girl,Support Role,Han Ji Woo,c4a484ae19864bf08150aa68e5511db1
eaca6c6c-427a-450d-b86d-e68a734ddcb2,Kim Da Bin,Anonymous High School Girl,Support Role,Kim Le Eun,c4a484ae19864bf08150aa68e5511db1
19c67e65-55ab-4339-aa5d-e6b761a7cb62,Hwang Seo Young,Anonymous High School Girl,Support Role,Jo Seo Ah,c4a484ae19864bf08150aa68e5511db1
4c685b43-c3d7-4b45-9105-cfbd74287a01,Park Young Woon,The Director Who Buys Me Dinner,Main Role,Min Yu Dam,d6f2eb3a6fb7426587a69d9ea607ec68
4c685b43-c3d7-4b45-9105-cfbd74287a01,Park Young Woon,Bad Girlfriend,Main Role,Yoon Tae Oh,3bbadf6f6afa496ab5bbe6cd4ad45bd6
01610780-446e-4e0d-ad76-38c0a9e7e7eb,Park Jeong Woo,The Director Who Buys Me Dinner,Main Role,Seol Dong Baek,d6f2eb3a6fb7426587a69d9ea607ec68
18047a37-5791-4b8e-b10e-ded88eaed7a5,Jang You Sung,The Director Who Buys Me Dinner,Main Role,Dennis Lee,d6f2eb3a6fb7426587a69d9ea607ec68
93b487be-2717-41e5-99e7-50c268db6c57,Choi Hwan Yi,The Director Who Buys Me Dinner,Support Role,Ki Hong Dennis manager,d6f2eb3a6fb7426587a69d9ea607ec68
e150cbc2-084c-41cc-a3d1-092abda9dd8c,Kim Ji Eun,The Director Who Buys Me Dinner,Support Role,Team Leader Seo,d6f2eb3a6fb7426587a69d9ea607ec68
e150cbc2-084c-41cc-a3d1-092abda9dd8c,Kim Ji Eun,One Dollar Lawyer,Main Role,Baek Ma Ri,9aed3bf1ca164ef381c8596c0fc2538d
e150cbc2-084c-41cc-a3d1-092abda9dd8c,Kim Ji Eun,Again My Life,Main Role,Kim Hee Ah,ad9f29548ba14137ab9c8b8a79340cae
e150cbc2-084c-41cc-a3d1-092abda9dd8c,Kim Ji Eun,The Veil,Main Role,Yoo Je Yi,6643d91423d449e0a5b1375a3fe62c43
e150cbc2-084c-41cc-a3d1-092abda9dd8c,Kim Ji Eun,I Have Three Boyfriends,Main Role,Ra Hee,bdad52876d0d4791bf91b2fd821f249e
e150cbc2-084c-41cc-a3d1-092abda9dd8c,Kim Ji Eun,The Best Moment To Quit Your Job,Main Role,Hyun Yi,8ac00b4a654c41e2ae7f72bf99e63a6a
f077e666-a68b-4211-ba0b-59372e7ec113,Park Jung Yeon,We're Not Trash,Main Role,Shin Jo Hui,55a30d5405e6468888731b884fa9444c
f077e666-a68b-4211-ba0b-59372e7ec113,Park Jung Yeon,I Have Not Done My Best Yet,Main Role,Nam Sang Ah,ca180ef40fa449979fb8dc4f52943a3c
f077e666-a68b-4211-ba0b-59372e7ec113,Park Jung Yeon,Must You Go?,Main Role,Min Yoo Jung,0c7825b4b21345ebb3318ba4ad4de508
9cac17ed-1c48-4067-a694-2ab993231256,Jung Woo Jin,We're Not Trash,Main Role,Jin Wu Hyeok,55a30d5405e6468888731b884fa9444c
9cac17ed-1c48-4067-a694-2ab993231256,Jung Woo Jin,Sometoon 2020,Main Role,No Woon,a47e27a86b4f4be6ba8ec716da4c2207
1318bc1b-eb22-488a-97a4-ebb0c845bdea,Jung Ae Yun,We're Not Trash,Support Role,Kim Ae Ri Jo Huis mother,55a30d5405e6468888731b884fa9444c
1318bc1b-eb22-488a-97a4-ebb0c845bdea,Jung Ae Yun,The Witch's Eye,Support Role,Shin,e6b47cae5e694d9cad50b2f9bdcc2133
1318bc1b-eb22-488a-97a4-ebb0c845bdea,Jung Ae Yun,Peach of Time,Support Role,Moon Sung Sook,38b77aa16d9a4c0386ecef9bb6477279
576c7a93-b685-434f-ae8d-f0e7064f31ce,Jang Do Ha,We're Not Trash,Support Role,Kim Do Yun,55a30d5405e6468888731b884fa9444c
4d161d83-f1c0-40ba-aee0-7f92545f1c30,Park Jae Wan,We're Not Trash,Support Role,Doctor,55a30d5405e6468888731b884fa9444c
2b0ff048-c04d-4ede-a479-bc6b0450ce94,Lee Jae Wook,Alchemy of Souls Season 2: Light and Shadow,Main Role,Jang Uk,eb312ec94d314c86a2b2b2f1e2b2e159
2b0ff048-c04d-4ede-a479-bc6b0450ce94,Lee Jae Wook,Alchemy of Souls,Main Role,Jang Uk,c068c66062ad4822bfc94e93377ac2df
2b0ff048-c04d-4ede-a479-bc6b0450ce94,Lee Jae Wook,Do Do Sol Sol La La Sol,Main Role,Sun Woo Joon,7b6910f282ff44fb87e712741d34adb6
2b0ff048-c04d-4ede-a479-bc6b0450ce94,Lee Jae Wook,When the Weather Is Fine,Support Role,Lee Jang Woo Eun Seobs friend,c72243d69a5e4b4f8a3887bbe07f2ffc
2b0ff048-c04d-4ede-a479-bc6b0450ce94,Lee Jae Wook,Extraordinary You,Main Role,Baek Kyung,8dfb17ba9eaf4ca2b1bab6e61166d3e2
2b0ff048-c04d-4ede-a479-bc6b0450ce94,Lee Jae Wook,Search: WWW,Main Role,Seol Ji Hwan,530f7a3787d7479d886d2fcc0f910a52
1791c51b-3a1e-4bbc-a15b-41c6befbdbc0,Go Youn Jung,Alchemy of Souls Season 2: Light and Shadow,Main Role,Naksu Cho Yeong Jin Bu Yeon,eb312ec94d314c86a2b2b2f1e2b2e159
1791c51b-3a1e-4bbc-a15b-41c6befbdbc0,Go Youn Jung,He Is Psychometric,Support Role,Kim So Hyun Jae Ins friend,1ccd5826f5214b538c662de72385d9fe
b0c5dd8b-2a33-4f57-91fb-2a9cf45be8c2,Hwang Min Hyun,Alchemy of Souls Season 2: Light and Shadow,Main Role,Seo Yul,eb312ec94d314c86a2b2b2f1e2b2e159
b0c5dd8b-2a33-4f57-91fb-2a9cf45be8c2,Hwang Min Hyun,Alchemy of Souls,Main Role,Seo Yul,c068c66062ad4822bfc94e93377ac2df
b0c5dd8b-2a33-4f57-91fb-2a9cf45be8c2,Hwang Min Hyun,Live On,Main Role,Go Eun Taek,ce5573081c9b4b86bb581f2e1f986e56
b449a53e-f575-4e59-bea7-331d6789c37f,Shin Seung Ho,Alchemy of Souls Season 2: Light and Shadow,Main Role,Go Won,eb312ec94d314c86a2b2b2f1e2b2e159
b449a53e-f575-4e59-bea7-331d6789c37f,Shin Seung Ho,Weak Hero Class 1,Support Role,Jeon Seok Dae,204b00ef75ab42e18d0a385146394e3a
b449a53e-f575-4e59-bea7-331d6789c37f,Shin Seung Ho,Alchemy of Souls,Main Role,Go Won,c068c66062ad4822bfc94e93377ac2df
b449a53e-f575-4e59-bea7-331d6789c37f,Shin Seung Ho,How to Buy a Friend,Main Role,Heo Don Hyuk,59142361107343278db1a3bd5480556c
b449a53e-f575-4e59-bea7-331d6789c37f,Shin Seung Ho,Moment at Eighteen,Main Role,Ma Hwi Young,edebb2f73c164b9580d325d8da4d916e
b449a53e-f575-4e59-bea7-331d6789c37f,Shin Seung Ho,A-Teen,Main Role,Nam Shi Woo,2f291268a4834fd5a4a2263cf537d26c
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Alchemy of Souls Season 2: Light and Shadow,Main Role,Park Jin,eb312ec94d314c86a2b2b2f1e2b2e159
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Alchemy of Souls,Main Role,Park Jin,c068c66062ad4822bfc94e93377ac2df
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,The Uncanny Counter,Main Role,Ga Mo Tak,1451ba78193e4698baa2f1c448e57fa6
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Graceful Friends,Main Role,Ahn Goong Cheol,9dd54065ee7a45ddb1b23686eeea00c8
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Liver or Die,Main Role,Lee Poong Sang,80e54320e476461db45e5c7c3ac524c5
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Falsify,Main Role,Lee Seok Min,f0de667d0e4240c185ad8a76ed0ff519
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Pied Piper,Main Role,Yoon Hee Sung,58509cdd2ecb40ee97f8e018fb5ce9c3
b7e30034-2784-4639-b1c6-9661ef1538e1,Yoo  Joon Sang,Heard It Through the Grapevine,Main Role,Han Jung Ho,517c97b7adb247c0ae6569139aaf71a5
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,Alchemy of Souls Season 2: Light and Shadow,Main Role,Kim Do Ju,eb312ec94d314c86a2b2b2f1e2b2e159
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,Alchemy of Souls,Main Role,Kim Do Ju,c068c66062ad4822bfc94e93377ac2df
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,Racket Boys,Main Role,Ra Young Ja,61a222f93d1d439e833015972aff5584
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,CHIP-IN,Main Role,Kim Ji Hye,31c68309051843108270a88b67d29627
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,Woman of 9.9 Billion,Main Role,Yoon Hee Joo,ab92976ce4ca45b09867e4567bbf8be0
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,SKY Castle,Main Role,Jin Jin Hee,fbbd3d74843c47e385ec5ab220ee9b3e
e743b1c5-75cf-4116-a47d-29fb0d14f1df,Oh Na Ra,Chicago Typewriter,Support Role,Kang Han Se Joos secretary,c129be3ebedf4395b8c685dc93cea1fe
edbba7a3-c077-4f1b-a228-2247d30a8241,Yoo Ji Tae,Money Heist: Korea - Joint Economic Area - Part 2,Main Role,The Professor,ed7dba5b86474d5b862b16498745852b
edbba7a3-c077-4f1b-a228-2247d30a8241,Yoo Ji Tae,Money Heist: Korea - Joint Economic Area - Part 1,Main Role,The Professor,4a69b64594944670a9645e2fa0c9bd67
edbba7a3-c077-4f1b-a228-2247d30a8241,Yoo Ji Tae,When My Love Blooms,Main Role,Han Jae Hyun,4c6766f515ac43cf85f84f4aff6821de
edbba7a3-c077-4f1b-a228-2247d30a8241,Yoo Ji Tae,Different Dreams,Main Role,Kim Won Bong,f2e6123b66b04c86ae6dcc167b128876
edbba7a3-c077-4f1b-a228-2247d30a8241,Yoo Ji Tae,Mad Dog,Main Role,Choi Kang Woo,bf26febac8bb42d0ad491df290235451
edbba7a3-c077-4f1b-a228-2247d30a8241,Yoo Ji Tae,The Good Wife,Main Role,Lee Tae Joon,6b0354b08a734999a1ff434b029db2f5
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Money Heist: Korea - Joint Economic Area - Part 2,Main Role,“Berlin”,ed7dba5b86474d5b862b16498745852b
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Narco-Saints,Main Role,Choi Chang Ho,e5e381634bbc4e878d0123a83836ebbe
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Money Heist: Korea - Joint Economic Area - Part 1,Main Role,“Berlin”,4a69b64594944670a9645e2fa0c9bd67
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Chimera,Main Role,Cha Jae Hwan,8ae7ce5d7ce148d4b58f4b7b5bb2ed7f
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Squid Game,Main Role,Cho Sang Woo No 218,c379f71b8260451b92540de57a2d2776
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Persona,Support Role,Collector Baek Jeong U Euns Boyfriend Ep 2,709ea84c35c546dca63bb1f38799ac02
d3f32628-231d-4e3c-b7e4-11e43131f436,Park Hae Soo,Prison Playbook,Main Role,Kim Je Hyuk,022b939ec9a9499789dbc3f6980490dc
8bd1fdf3-150d-46c3-b0c6-c04470c19b26,Jeon Jong Seo,Money Heist: Korea - Joint Economic Area - Part 2,Main Role,“Tokyo”,ed7dba5b86474d5b862b16498745852b
8bd1fdf3-150d-46c3-b0c6-c04470c19b26,Jeon Jong Seo,Bargain,Main Role,Park Joo Young,6ea177d1ac71409783043ccb7a28f13a
8bd1fdf3-150d-46c3-b0c6-c04470c19b26,Jeon Jong Seo,Money Heist: Korea - Joint Economic Area - Part 1,Main Role,“Tokyo”,4a69b64594944670a9645e2fa0c9bd67
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Money Heist: Korea - Joint Economic Area - Part 2,Main Role,“Moscow”,ed7dba5b86474d5b862b16498745852b
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Money Heist: Korea - Joint Economic Area - Part 1,Main Role,“Moscow”,4a69b64594944670a9645e2fa0c9bd67
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,My Boss Is a Million YouTuber,Main Role,Kang Gon Dae,bc61bfbb472b423eb2acdd8c16863230
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Possessed,Support Role,Detective Yoo Squad Chief,af6e21b08a3041b79651a79d8ad06198
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,"Suddenly, Mood, First Love",Main Role,Lee Yoo Chan,1ddda60397f44276858c395018b4d389
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,The Guest,Support Role,Yook Gwang Shaman,98894ac6b071487085050c297d67ea76
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Naked Fireman,Support Role,Jang Gwang Ho,f2263071240047ccadd5e0b45c3a8775
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Babysitter,Support Role,Sang Wons father,a7357808f9c1476694a1cb8537a676a4
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Remember: War of the Son,Support Role,Suk Joo Il Gang leader,cc99c0c9bd094c7ea094502335f1b103
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,Hidden Identity,Main Role,Choi Tae Pyung,b1435b162c5b4ddebbc7c5d435fce13d
98fcdc6e-52be-44b3-a40e-1b6b7bc9a920,Lee Won Jong,The Girl Who Sees Scents,Support Role,Detective Kang Hyuk,8e30d5f7952c41e98dfc900268df93a2
7b1550c6-7d75-4023-a852-c82f11a4398f,Jang Yoon Ju,Money Heist: Korea - Joint Economic Area - Part 2,Main Role,“Nairobi”,ed7dba5b86474d5b862b16498745852b
7b1550c6-7d75-4023-a852-c82f11a4398f,Jang Yoon Ju,Money Heist: Korea - Joint Economic Area - Part 1,Main Role,“Nairobi”,4a69b64594944670a9645e2fa0c9bd67
f8dfd785-6a1a-4837-a5ce-47b266b36c32,Kim Young Dae,The Forbidden Marriage,Main Role,Lee Heon,acd737f1fcc44eb6bb8e0ffe1455716b
f8dfd785-6a1a-4837-a5ce-47b266b36c32,Kim Young Dae,Sh**ting Stars,Main Role,Gong Tae Sung,e9d858e217fc4a0c91b6d0789a0a8ab8
f8dfd785-6a1a-4837-a5ce-47b266b36c32,Kim Young Dae,"Cheat On Me, if You Can",Main Role,Cha Soo Ho,421c7fbf4b614e17b351d53be7a23dc9
f8dfd785-6a1a-4837-a5ce-47b266b36c32,Kim Young Dae,Extraordinary You,Main Role,Oh Nam Joo,8dfb17ba9eaf4ca2b1bab6e61166d3e2
f8dfd785-6a1a-4837-a5ce-47b266b36c32,Kim Young Dae,To My Beautiful Woo Ri,Main Role,Park Jun Seok,304cfa7ca5c64ca990e1f50d59c733c9
f8dfd785-6a1a-4837-a5ce-47b266b36c32,Kim Young Dae,About Youth,Main Role,Lee Jay,80ecaff9d10242b48cf349f7535b16a5
